iter	Passed	Remaining
208	569	2155
209	571	2148
210	572	2141
211	574	2133
212	575	2126
213	577	2119
214	579	2116
215	581	2109
216	582	2102
217	584	2096
218	585	2089
219	587	2082
220	588	2075
221	590	2068
222	591	2060
223	594	2060
224	596	2054
225	597	2047
226	599	2040
227	600	2032
228	601	2025
229	602	2018
230	604	2011
231	605	2004
232	606	1997
233	610	1998
234	611	1991
235	613	1985
236	614	1978
237	615	1971
238	616	1964
239	618	1957
240	619	1950
241	620	1943
242	621	1936
243	624	1934
244	625	1928
245	627	1922
246	628	1915
247	629	1908
248	630	1901
249	631	1894
250	632	1888
251	633	1880
252	634	1874
253	635	1867
254	636	1860
255	640	1860
256	641	1854
257	642	1848
258	643	1842
259	645	1835
260	646	1829
261	647	1822
262	648	1816
263	649	1810
264	650	1803
265	651	1797
266	654	1797
267	656	1792
268	657	1786
269	658	1780
270	659	1774
271	660	1768
272	661	1762
273	662	1756
274	663	1750
275	665	1744
276	666	1739
277	667	1734
278	670	1733
279	671	1727
280	672	1721
281	674	1716
282	675	1710
283	676	1704
284	677	1699
285	678	1693
286	679	1687
287	680	1682
288	681	1676
289	683	1673
290	684	1668
291	685	1662
292	686	1657
293	687	1651
294	688	1646
295	690	1641
296	691	1635
297	692	1630
298	693	1625
299	694	1619
300	695	1614
301	696	1609
302	698	1605
303	699	1600
304	700	1595
305	701	1590
306	702	1585
307	703	1580
308	704	1575
309	705	1570
310	706	1565
311	707	1560
312	708	1556
313	710	1551
314	711	1546
315	712	1542
316	713	1537
317	714	1532
318	715	1528
319	716	1523
320	718	1519
321	719	1514
322	720	1510
323	721	1505
324	722	1500
325	723	1496
326	724	1491
327	726	1487
328	727	1483
329	728	1479
330	729	1474
331	730	1470
332	731	1465
333	732	1461
334	733	1456
335	735	1452
336	736	1448
337	737	1443
338	738	1439
339	739	1435
340	740	1430
341	741	1426
342	742	1422
343	743	1418
344	745	1414
345	746	1410
346	747	1406
347	748	1402
348	749	1398
349	750	1394
350	751	1390
351	753	1386
352	754	1382
353	755	1378
354	756	1374
355	757	1370
356	758	1366
357	759	1362
358	760	1358
359	761	1354
360	762	1350
361	763	1346
362	764	1342
363	766	1338
364	767	1335
365	768	1331
366	769	1327
367	771	1324
368	772	1321
369	773	1317
370	774	1313
371	775	1309
372	776	1305
373	777	1302
374	779	1298
375	780	1294
376	781	1291
377	782	1287
378	783	1283
379	784	1279
380	785	1275
381	787	1273
382	788	1269
383	789	1266
384	790	1262
385	791	1258
386	792	1255
387	793	1251
388	794	1247
389	796	1245
390	798	1243
391	800	1241
392	802	1239
393	804	1237
394	805	1234
395	806	1230
396	807	1226
397	808	1223
398	809	1219
399	810	1216
400	812	1212
401	813	1209
402	814	1206
403	815	1202
404	816	1199
405	817	1196
406	818	1193
407	820	1189
408	821	1186
409	822	1183
410	823	1179
411	824	1176
412	825	1173
413	826	1169
414	827	1166
415	828	1163
416	829	1160
417	831	1157
418	832	1154
419	833	1150
420	834	1147
421	835	1144
422	836	1141
423	837	1137
424	838	1134
425	839	1131
426	840	1128
427	841	1125
428	843	1122
429	844	1118
430	845	1115
431	846	1112
432	847	1109
433	848	1106
434	849	1103
435	850	1100
436	851	1097
437	852	1094
438	853	1091
439	854	1088
440	856	1085
441	857	1082
442	858	1079
443	859	1076
444	860	1073
445	861	1070
446	863	1067
447	864	1064
448	865	1061
449	866	1058
450	867	1055
451	868	1052
452	869	1049
453	870	1047
454	871	1044
455	872	1041
456	874	1038
457	875	1035
458	876	1032
459	877	1030
460	878	1027
461	879	1024
462	880	1021
463	881	1018
464	883	1015
465	884	1013
466	885	1010
467	886	1007
468	887	1004
469	888	1001
470	889	999
471	890	996
472	892	993
473	893	991
474	894	988
475	895	985
476	896	982
477	897	979
478	898	977
479	899	974
480	900	971
481	901	968
482	902	966
483	903	963
484	904	960
485	906	958
486	907	955
487	908	953
488	909	950
489	910	947
490	911	944
491	912	942
492	913	939
493	914	936
494	915	934
495	916	931
496	917	929
497	918	926
498	920	923
499	921	921
500	922	918
501	923	916
502	924	913
503	925	911
504	927	908
505	929	907
506	930	904
507	931	902
508	932	899
509	933	896
510	934	894
511	935	892
512	937	889
513	938	887
514	939	884
515	940	881
516	941	879
517	942	877
518	943	874
519	944	871
520	945	869
521	946	866
522	947	864
523	948	861
524	950	859
525	951	857
526	952	854
527	953	852
528	954	849
529	955	847
530	956	844
531	957	842
532	958	839
533	959	837
534	960	835
535	961	832
536	963	830
537	964	828
538	965	825
539	966	823
540	967	821
541	968	818
542	969	816
543	971	813
544	972	811
545	973	809
546	974	806
547	975	804
548	976	802
549	977	799
550	978	797
551	979	795
552	980	792
553	981	790
554	983	788
555	984	785
556	985	783
557	986	781
558	987	778
559	988	776
560	989	774
561	990	771
562	991	769
563	992	767
564	993	765
565	995	762
566	996	760
567	997	758
568	998	756
569	999	754
570	1000	751
571	1002	749
572	1003	747
573	1004	745
574	1006	743
575	1007	741
576	1008	739
577	1010	737
578	1011	735
579	1012	733
580	1013	731
581	1015	729
582	1016	726
583	1017	724
584	1018	722
585	1019	720
586	1020	717
587	1021	715
588	1022	713
589	1024	711
590	1025	709
591	1026	707
592	1028	705
593	1029	703
594	1030	701
595	1031	699
596	1032	696
597	1033	694
598	1034	692
599	1035	690
600	1036	688
601	1038	686
602	1040	685
603	1041	682
604	1042	680
605	1044	678
606	1045	676
607	1046	674
608	1047	672
609	1048	670
610	1050	668
611	1051	666
612	1054	665
613	1055	663
614	1056	661
615	1057	659
616	1059	657
617	1060	655
618	1061	653
619	1062	651
620	1063	648
621	1064	646
622	1065	644
623	1066	642
624	1067	640
625	1069	639
626	1070	636
627	1071	634
628	1072	632
629	1073	630
630	1074	628
631	1075	626
632	1076	624
633	1077	622
634	1079	620
635	1080	618
636	1081	616
637	1082	614
638	1084	612
639	1085	610
640	1086	608
641	1087	606
642	1088	604
643	1089	602
644	1091	600
645	1092	598
646	1093	596
647	1094	594
648	1095	592
649	1096	590
650	1098	588
651	1099	586
652	1100	584
653	1101	582
654	1102	580
655	1103	578
656	1105	576
657	1106	574
658	1107	572
659	1108	571
660	1109	569
661	1110	567
662	1111	565
663	1113	563
664	1114	561
665	1116	559
666	1117	557
667	1118	555
668	1119	553
669	1120	551
670	1121	549
671	1122	548
672	1123	546
673	1124	544
674	1126	542
675	1127	540
676	1129	538
677	1130	536
678	1131	534
679	1132	533
680	1133	531
681	1134	529
682	1135	527
683	1136	525
684	1137	523
685	1138	521
686	1140	519
687	1141	517
688	1143	516
689	1144	514
690	1145	512
691	1146	510
692	1147	508
693	1148	506
694	1149	504
695	1151	502
696	1152	500
697	1153	498
698	1154	497
699	1155	495
700	1156	493
701	1158	491
702	1159	490
703	1160	488
704	1162	486
705	1162	484
706	1164	482
707	1165	480
708	1167	479
709	1168	477
710	1170	475
711	1172	474
712	1173	472
713	1175	470
714	1176	468
715	1177	466
716	1178	465
717	1179	463
718	1180	461
719	1182	459
720	1183	457
721	1184	456
722	1186	454
723	1188	453
724	1189	451
725	1190	449
726	1191	447
727	1192	445
728	1193	443
729	1195	441
730	1196	440
731	1197	438
732	1198	436
733	1199	434
734	1200	432
735	1202	431
736	1203	429
737	1204	427
738	1206	425
739	1207	424
740	1208	422
741	1209	420
742	1210	418
743	1211	416
744	1212	415
745	1213	413
746	1214	411
747	1216	409
748	1218	408
749	1219	406
750	1220	404
751	1221	402
752	1223	401
753	1224	399
754	1225	397
755	1226	395
756	1227	393
757	1228	392
758	1229	390
759	1230	388
760	1232	387
761	1233	385
762	1234	383
763	1236	381
764	1237	380
765	1238	378
766	1239	376
767	1240	374
768	1241	372
769	1242	371
770	1243	369
771	1244	367
772	1245	365
773	1247	364
774	1248	362
775	1250	360
776	1251	359
777	1252	357
778	1253	355
779	1254	353
780	1255	352
781	1256	350
782	1257	348
783	1258	346
784	1259	345
785	1261	343
786	1263	341
787	1264	340
788	1265	338
789	1266	336
790	1267	334
791	1268	333
792	1269	331
793	1270	329
794	1271	327
795	1272	326
796	1273	324
797	1275	322
798	1277	321
799	1278	319
800	1279	317
801	1280	316
802	1281	314
803	1282	312
804	1283	310
805	1284	309
806	1285	307
807	1286	305
808	1288	304
809	1289	302
810	1291	301
811	1293	299
812	1294	297
813	1295	296
814	1296	294
815	1297	292
816	1298	290
817	1299	289
818	1300	287
819	1301	285
820	1302	284
821	1304	282
822	1306	280
823	1307	279
824	1308	277
825	1309	275
826	1310	274
827	1311	272
828	1313	270
829	1314	269
830	1315	267
831	1316	265
832	1317	264
833	1318	262
834	1319	260
835	1321	259
836	1323	257
837	1324	255
838	1325	254
839	1326	252
840	1327	250
841	1328	249
842	1329	247
843	1330	245
844	1331	244
845	1332	242
846	1333	240
847	1335	239
848	1337	237
849	1338	236
850	1339	234
851	1340	232
852	1341	231
853	1342	229
854	1343	227
855	1344	226
856	1345	224
857	1346	222
858	1347	221
859	1348	219
860	1351	218
861	1352	216
862	1353	214
863	1354	213
864	1355	211
865	1356	209
866	1357	208
867	1359	206
868	1360	205
869	1361	203
870	1362	201
871	1363	200
872	1364	198
873	1366	197
874	1368	195
875	1369	193
876	1370	192
877	1371	190
878	1372	188
879	1373	187
880	1374	185
881	1375	184
882	1376	182
883	1377	180
884	1378	179
885	1380	177
886	1382	176
887	1383	174
888	1384	172
889	1385	171
890	1386	169
891	1387	168
892	1388	166
893	1390	164
894	1391	163
895	1392	161
896	1393	160
897	1395	158
898	1397	157
899	1398	155
900	1399	153
901	1400	152
902	1401	150
903	1403	148
904	1404	147
905	1405	145
906	1406	144
907	1407	142
908	1408	140
909	1409	139
910	1411	137
911	1412	136
912	1413	134
913	1414	133
914	1415	131
915	1416	129
916	1417	128
917	1418	126
918	1420	125
919	1421	123
920	1422	121
921	1423	120
922	1424	118
923	1426	117
924	1427	115
925	1428	114
926	1429	112
927	1430	111
928	1431	109
929	1433	107
930	1434	106
931	1435	104
932	1436	103
933	1437	101
934	1438	99
935	1440	98
936	1441	96
937	1442	95
938	1443	93
939	1444	92
940	1445	90
941	1446	89
942	1448	87
943	1449	85
944	1450	84
945	1451	82
946	1452	81
947	1453	79
948	1455	78
949	1456	76
950	1458	75
951	1459	73
952	1460	72
953	1461	70
954	1462	68
955	1463	67
956	1464	65
957	1465	64
958	1466	62
959	1467	61
960	1469	59
961	1471	58
962	1472	56
963	1473	55
964	1474	53
965	1475	51
966	1476	50
967	1477	48
968	1479	47
969	1480	45
970	1481	44
971	1482	42
972	1484	41
973	1486	39
974	1487	38
975	1488	36
976	1489	35
977	1490	33
978	1491	31
979	1492	30
980	1494	28
981	1495	27
982	1496	25
983	1497	24
984	1498	22
985	1500	21
986	1501	19
987	1502	18
988	1504	16
989	1505	15
990	1506	13
991	1507	12
992	1508	10
993	1510	9
994	1511	7
995	1512	6
996	1513	4
997	1515	3
998	1516	1
999	1517	0
